stop_id,stop_code,stop_name
7664,3618,FINCH AVE WEST AT TORRESDALE AVE WEST SIDE
7665,3072,QUEEN ST EAST AT SAULTER ST EAST SIDE
7666,6042,SCARBOROUGH GOLF CLUB RD AT LAWRENCE AVE EAST
7667,8592,WARDEN AVE AT METROPOLITAN RD SOUTH SIDE
7668,6208,70 WICKSTEED AVE
7669,2510,FINCH AVE EAST AT GASPE RD EAST SIDE
7670,400,BIRCHMOUNT RD AT DENISON ST
7671,2998,PAPE AVE AT MINTON PL SOUTH SIDE
7673,457,BIRCHMOUNT RD AT OPPOSITE WALKWAY TO RIVER GROVE DR
7674,13903,NEILSON RD AT NEILSON PARK DR
7675,116,BATHURST ST AT DANBY AVE
7676,9269,DREWRY AVE AT YONGE ST WEST SIDE
7677,2394,EGLINTON AVE WEST AT ORIOLE PKWY EAST SIDE
7678,6109,ST CLAIR AVE EAST AT HERRON AVE
7680,9203,HEATHROW DR AT JANE ST
7681,5340,LAWRENCE AVE WEST AT BENTON RD
7682,3817,ISLINGTON AVE AT MILADY RD
7683,2249,EGLINTON AVE EAST AT BIRCHMOUNT RD
7684,9473,ELLESMERE RD AT MILITARY TRAIL (EAST)
7685,2707,HUMBERLINE DR AT HUDDERSFIELD RD
7686,7547,BIRCHMOUNT RD AT DANFORTH AVE
7687,4405,LANSDOWNE AVE AT LAPPIN AVE
7688,9105,GRANDRAVINE DR AT FUTURA DR
7689,1829,CUMMER AVE AT YONGE ST
7690,1756,BROADVIEW AVE AT DUNDAS ST EAST
7691,5975,OSSINGTON AVE AT LEEDS ST SOUTH SIDE
7692,1401,NEILSON RD AT SHEPPARD AVE EAST
7693,2886,MCNICOLL AVE AT DON MILLS RD
7694,5399,LAWRENCE AVE WEST AT ROXALINE ST
7695,6119,ST CLAIR AVE EAST AT MT PLEASANT RD WEST SIDE
7696,6270,BROWNS LINE AT HORNER AVE
7697,5857,375 NORFINCH DR
7698,11177,THE ESPLANADE AT MARKET ST
7699,3319,BEECHGROVE DR AT DUNSTALL CRES
7700,622,BRIMLEY RD AT DALLYN CRES
7701,8772,WESTON RD AT TORYORK DR
7702,9871,47 INGRAM DR
7703,1086,GERRARD ST EAST AT DEGRASSI ST
7704,3454,CORONATION DR AT MANSE RD
7705,3269,ALBION RD AT CARRIER DR
7706,7660,DUFFERIN ST AT SUPERTEST RD
7707,9745,OVERLAND DR AT PAPERBIRCH DR (WEST)
7708,4423,LAWRENCE AVE EAST AT MORNINGSIDE AVE
7710,1747,THE BRIDLE PATH AT PARK LANE CIR
7712,7860,HUMBER COLLEGE BLVD AT HUMBERLINE DR
7713,4763,AIRPORT RD AT NORTHWEST DR
7714,59,AVENUE RD AT DUNBLAINE AVE
7715,7055,RUNNYMEDE RD AT DEFOREST RD
7716,9506,715 FINCH AVE WEST
7717,5270,LAWRENCE AVE EAST AT GOODERHAM DR
7718,6839,QUEEN ST WEST AT BROCK AVE
7719,1647,WILLIAM R ALLEN RD AT SHEPPARD AVE WEST SOUTH SIDE
7720,4260,KINGSTON RD AT SANDOWN AVE
7721,6317,COMMISSIONERS ST AT LOGAN AVE
7722,8481,VICTORIA PARK AVE AT MEADOWACRES DR
7723,1919,DON MILLS RD AT DEERFORD RD
7724,9503,LAWRENCE AVE EAST AT MARKHAM RD
7725,6024,ROGERS RD AT GILBERT AVE
7726,1825,285 CUMMER AVE (ST JOHN'S REHAB HOSPITAL)
7728,9250,THIRTIETH ST AT ELDER AVE
7729,5638,MARTIN GROVE RD AT REXDALE BLVD SOUTH SIDE
7730,1111,GERRARD ST EAST AT UNIVERSITY AVE
7731,3652,GLENCAIRN AVE AT ENGLEMOUNT AVE
7732,90,BATHURST ST AT BAINBRIDGE AVE
7733,1098,GERRARD ST EAST AT MARJORY AVE
7734,1062,FLEET ST AT STRACHAN AVE
7735,11078,CARRIER DR AT DANSK CRT SOUTH SIDE
7736,3623,FINCH AVE WEST AT WILMINGTON AVE
7737,4073,KENNEDY RD AT BRIGSTOCK RD
7738,4947,DANFORTH RD AT HART AVE
7739,2948,MORNINGSIDE AVE AT MORNINGVIEW TRAIL
7740,4726,123 WYNFORD DR
7741,2633,OPPOSITE 1685 FINCH AVE WEST (ST WILFREDS SCHOOL)
7742,2517,FINCH AVE EAST AT KENNETH AVE
7743,7023,ROYAL YORK RD AT THE QUEENSWAY
7744,1482,RATHBURN RD AT ISLINGTON AVE WEST SIDE
7745,310,BAYVIEW AVE AT OPPOSITE GARNIER PARK
7746,5019,DUNDAS ST WEST AT NOTTINGHAM DR
7747,10863,6807 STEELES AVE WEST
7748,6963,OPPOSITE 400 ROCKCLIFFE BLVD (ROCKCLIFFE MIDDLE SCHOOL)
7749,4510,OLD WESTON RD AT TURNBERRY AVE
7750,7911,LAURENTIDE DR AT BARNWOOD CRT EAST SIDE
7751,268,BAY ST AT WELLESLEY ST WEST
7752,4109,KENNEDY RD AT COWDRAY CRT
7753,9130,FINCH AVE WEST AT YONGE ST WEST SIDE
7754,1906,DENTON AVE AT ST DUNSTAN DR
7755,7290,SHEPPARD AVE WEST AT MAXWELL ST
7756,9810,MCCOWAN RD AT ALTON TOWERS CIR (NORTH)
7758,976,DONLANDS AVE AT TORRENS AVE
7759,1535,SHEPPARD AVE EAST AT DORIS AVE
7760,7007,800 ROYAL YORK RD
7761,5330,LAWRENCE AVE EAST AT WARDEN AVE
7762,13473,HUMBERLINE DR AT VIEWCREST CIR
7763,45,AVENUE RD AT BALMORAL AVE NORTH SIDE
7764,6133,ST CLAIR AVE EAST AT WESTVIEW BLVD
7765,6057,2002-2012 SHEPPARD AVE WEST
7766,11292,FINCH AVE WEST AT HIGHWAY 27
7767,4382,KIPLING AVE AT TYRE AVE
7768,5569,MARKHAM RD AT LAWRENCE AVE EAST
7770,5478,LESLIE ST AT SOUTHWELL DR NORTH SIDE
7771,5278,5450 LAWRENCE AVE EAST
7773,3482,OPPOSITE 111 DISCO RD (WEST DETENTION CENTRE)
7774,2919,MIDLAND AVE AT WILKIE AVE
7775,8501,VICTORIA PARK AVE AT SOUTHMEAD RD SOUTH SIDE
7777,9158,LESLIE ST AT BALLYRONAN RD
7779,9102,OPPOSITE 25 KODIAK CRES
7781,4924,CULFORD RD AT GEORGE ANDERSON DR
7782,2276,EGLINTON AVE EAST AT IONVIEW RD
7783,14245,WARDEN AVE AT GLENBOURNE PARK DR NORTH SIDE
7784,2495,FINCH AVE EAST AT BRIDLETOWNE CIRCLE (EAST)
7786,7409,VARNA DR AT RONDALE BLVD NORTH SIDE
7787,617,BRIMLEY RD AT ARNPRIOR RD SOUTH SIDE
7788,10524,ELLESMERE RD AT ZAPH AVE
7789,13684,185 YORKLAND BLVD
7790,1236,LAWRENCE AVE WEST AT YONGE ST (LAWRENCE STATION)
7791,9667,BRIMLEY RD AT DANJOHN CRES (NORTH) SOUTH SIDE
7792,2362,EGLINTON AVE WEST AT ISLINGTON AVE
7793,8446,VICTORIA PARK AVE AT DAWES RD
7794,10149,BRIMLEY RD AT GRITTANI LANE SOUTH SIDE
7795,2782,KINGSTON RD AT LEE AVE
7796,5452,LESLIE ST AT KIRKWOOD RD
7797,1168,JANE ST AT ARDAGH ST
7798,7376,STEPHEN DR AT WHITWORTH AVE
7799,3204,WOODBINE AVE AT SAMMON AVE
7800,13644,MARKHAM RD AT RAMONA BLVD
7801,1767,BROADVIEW AVE AT WITHROW AVE
7803,2903,MCNICOLL AVE AT PLACER CRT
7804,13943,125 THE QUEENSWAY
7805,3094,REXLEIGH DR AT ST CLAIR AVE EAST
7806,151,BATHURST ST AT HEATHDALE RD
7807,5005,DIXON RD AT WINCOTT DR
7808,632,BRIMLEY RD AT GULLY DR SOUTH SIDE
7809,1763,BROADVIEW AVE AT JACK LAYTON WAY
7810,6127,ST CLAIR AVE EAST AT SELWYN AVE
7811,1552,ST CLAIR AVE EAST AT ANDREW AVE
7812,4313,KIPLING AVE AT GENTHORN AVE
7813,6916,THE QUEENSWAY AT SOUTH KINGSWAY
7816,3019,60 PARK LANE CIR
7817,11090,OPPOSITE 225 CARRIER DR
7820,3042,QUEEN ST EAST AT CONNAUGHT AVE
7821,5458,LESLIE ST AT MAROWYNE DR
7822,2822,LAWRENCE AVE EAST AT TREMONT CRES (WEST) WEST SIDE
7823,12055,PROGRESS AVE AT SHEPPARD AVE EAST SOUTH SIDE
7824,5214,LANSDOWNE AVE AT DAVENPORT RD
7825,3433,CHESSWOOD DR AT VANLEY CRES (SOUTH) SOUTH SIDE
7826,9557,MILNER AVE AT NEILSON RD
7827,6655,PECKHAM AVE AT DONNALYN DR SOUTH SIDE
7828,10526,ELLESMERE RD AT MORRISH RD
7829,4661,TAPSCOTT RD AT MCLEVIN AVE
7831,2406,EGLINTON AVE WEST AT SCARLETT RD
7834,8694,WESTON RD AT BARTONVILLE AVE WEST
7835,115,BATHURST ST AT DANBY AVE NORTH SIDE
7836,2454,EVANS AVE AT SHERWAY GATE WEST SIDE
7838,11586,MIMICO AVE AT ROYAL YORK RD
7840,2600,FINCH AVE WEST AT HALESIA DR
7841,5694,MIDLAND AVE AT DORCOT AVE
7842,3143,TRETHEWEY DR AT IRVING RD
7843,3133,TRETHEWEY DR AT BROOKHAVEN DR
7844,9358,MCCOWAN RD AT BIG RED AVE NORTH SIDE
7845,3421,CHAPLIN CRES AT RUSSELL HILL RD WEST SIDE
7846,9851,BRENYON WAY AT SHEPPARD AVE EAST
7847,5197,LAKE SHORE BLVD WEST AT ROYAL YORK RD
7848,1612,TRITON RD AT BRIMLEY RD
7849,3342,BELFIELD RD AT SHAFT RD WEST SIDE
7850,3806,ISLINGTON AVE AT KINGSVIEW BLVD
7851,4368,KIPLING AVE AT REDWATER DR
7852,9009,YONGE ST AT HORSHAM AVE
7853,8326,SUTHERLAND DR AT BAYVIEW AVE
7854,9241,NORTH QUEEN ST AT MEDULLA AVE
7855,14148,CENTENNIAL COLLEGE - PROGRESS CAMPUS
7856,626,BRIMLEY RD AT EGLINTON AVE EAST
7857,9415,VICTORIA PARK AVE AT MEADOW AVE
7858,47,AVENUE RD AT BLOOR ST WEST NORTH SIDE
7859,6589,MIDDLEFIELD RD AT NASHDENE RD NORTH SIDE
7860,3343,BELFIELD RD AT SHAFT RD
7861,6775,PRINCE EDWARD DR SOUTH AT FAIRMAR AVE
7862,5858,75 NORFINCH DR
7863,7041,ROYAL YORK RD AT YORKLEIGH AVE
7864,14053,275 GRANDRAVINE DR
7865,9693,CLONMORE DR AT CORNELL AVE
7866,10757,LESLIE ST AT LESMILL RD
7867,2169,DUNDAS ST WEST AT HURON ST
7868,4531,PROGRESS AVE AT WILLIAM KITCHEN RD WEST SIDE
7869,1332,MIDLAND AVE AT WOLFE AVE
7870,12126,COLONEL SAMUEL PARK AT OPPOSITE HUMBER COLLEGE COTTAGES C-M
7871,1187,JONES AVE AT GERRARD ST EAST NORTH SIDE
7872,7502,ARROW RD AT PEMICAN CRT NORTH SIDE
7873,11452,MT PLEASANT RD AT ELM AVE
7874,1043,ELLESMERE RD AT DOLLY VARDEN BLVD WEST SIDE
7875,5526,LUMSDEN AVE AT WESTLAKE AVE
7877,9419,836 DAVENPORT RD EAST SIDE
7878,9683,GERRARD ST EAST AT MALVERN AVE
7879,11098,BRIMORTON DR AT DALEHURST AVE
7880,502,BLOOR ST WEST AT COLBORNE LODGE RD
7881,9253,THIRTIETH ST AT ELDER AVE
7882,6997,ROYAL YORK RD AT GLENROY AVE
7883,12057,PROGRESS AVE AT MILNER AVE
7884,2247,EGLINTON AVE EAST AT BESSBOROUGH DR EAST SIDE
7885,3713,HORNER AVE AT CONNORVALE AVE
7886,2278,EGLINTON AVE EAST AT JONESVILLE CRES
7887,3853,ISLINGTON AVE AT THE WESTWAY SOUTH SIDE
7888,1361,MILNER AVE AT MCCOWAN RD EAST SIDE
7889,11265,75 TANDRIDGE CRES
7890,4616,SPADINA RD AT STRATHEARN BLVD SOUTH SIDE
7891,7067,RUNNYMEDE RD AT MORNINGSIDE AVE
7892,8439,VICTORIA PARK AVE AT COMBERMERE DR SOUTH SIDE
7893,13477,WOODBINE AVE AT COSBURN AVE
7894,5590,MARTIN GROVE RD AT ALBION RD
7895,6629,PAPE AVE AT HARCOURT AVE
7896,286,BAYVIEW AVE AT CUMMER AVE
7898,2150,DUNDAS ST WEST AT BLOOR ST WEST
7899,6848,QUEEN ST WEST AT PALMERSTON AVE
7900,2656,480 GORDON BAKER RD
7901,8580,WARDEN AVE AT KINGSTON RD
7902,13314,SCARLETT RD AT FOXWELL ST SOUTH SIDE
7903,2438,EVANS AVE AT EASTWICK RD WEST SIDE
7904,12094,MCCOWAN RD AT BRIDLEGROVE DR
7905,8908,WOODBINE AVE AT BRACEBRIDGE AVE NORTH SIDE
7906,8230,STEELES AVE EAST AT LILLIAN ST EAST SIDE
7908,5944,OCONNOR DR AT WOODMOUNT AVE
7909,1593,STEELES AVE WEST AT MURRAY ROSS PKWY
7910,4824,BRIMLEY RD AT HEATHER RD SOUTH SIDE
7911,14254,FINCH AVE WEST AT HUMBER COLLEGE BLVD EAST SIDE
7912,7141,SHEPPARD AVE AT ALLANFORD RD EAST SIDE
7913,755,CARLTON ST AT ONTARIO ST
7914,5714,MIDLAND AVE AT LOCKIE AVE NORTH SIDE
7915,9562,DON MILLS RD AT GEORGE HENRY BLVD
7916,3519,DUNDAS ST WEST AT ROYALAVON CRES
7917,2635,FINCH AVE WEST AT TANGIERS RD
7918,407,BIRCHMOUNT RD AT ELLESMERE RD
7919,21,ANNETTE ST AT CLENDENAN AVE
7920,172,BATHURST ST AT MARQUETTE AVE
7921,4696,VICTORIA PARK AVE AT SWANWICK AVE
7922,9354,STEELES AVE EAST AT PUTNAM GATE
7923,10923,MIDDLEFIELD RD AT STEELES AVE EAST
7924,10897,ADELAIDE ST WEST AT UNIVERSITY AVE EAST SIDE
7925,1675,YORKDALE RD AT YORKDALE MALL (NORTH ENTRANCE)
7926,5408,LAWRENCE AVE WEST AT SHERMOUNT AVE
7927,7819,HARBORD ST AT ST GEORGE ST
7928,1470,RATHBURN RD AT CEDARLAND DR
7929,4918,CRAIGTON DR AT PHARMACY AVE
7930,10001,MCCOWAN RD AT RAYMERVILLE DR (NORTH)
7931,6645,PARLIAMENT ST AT RICHMOND ST EAST
7932,3146,TRETHEWEY DR AT KING GEORGES DR
7933,7137,SHEPPARD AVE EAST AT MURISON BLVD WEST SIDE
7934,927,BEDFORD RD AT DAVENPORT RD
7935,1095,GERRARD ST EAST AT LESLIE ST
7936,8314,STEELES AVE WEST AT EMERALD LANE
7937,2382,EGLINTON AVE WEST AT MARTIN GROVE RD EAST SIDE
7938,3615,OPPOSITE 685 FINCH AVE WEST (ST BERNARDS)
7939,2008,DRIFTWOOD AVE AT WILMONT DR
7941,1040,EGLINTON AVE EAST AT TORRANCE RD WEST SIDE
7942,1728,BAYVIEW AVE AT MILLWOOD RD
7943,1686,ALBION RD AT SANAGAN RD
7944,11485,2040 DON MILLS RD
7945,6034,ROGERS RD AT NORTHCLIFFE BLVD
7946,2029,DUFFERIN ST AT CLAVER AVE NORTH SIDE
7947,1472,RATHBURN RD AT THE EAST MALL EAST SIDE
7948,7138,SHEPPARD AVE EAST AT WALKWAY TO HOWELL SQ
7949,4573,RONCESVALLES AVE AT GALLEY AVE
7950,3061,QUEEN ST EAST AT ONTARIO ST
7951,7135,SHEPPARD AVE EAST AT WALKWAY TO HUTCHERSON SQ
7952,5349,LAWRENCE AVE WEST AT BRUCEWOOD CRES
7953,7221,SHEPPARD AVE EAST AT MURISON BLVD EAST SIDE
7954,10632,NORTH QUEEN ST AT THE QUEENSWAY
7955,8058,31 RAILSIDE RD
7956,3245,YONGE ST AT WELLESLEY ST (WELLESLEY STATION)
7957,2766,KINGSTON RD AT BEECH AVE
7958,9526,BATHURST ST AT CN RAIL BRIDGE (NORTH OF CRESTWOOD RD)
7959,6128,ST CLAIR AVE EAST AT ST COLUMBA PL
7960,3268,ALBION RD AT CARRIER DR
7962,7709,ELLESMERE RD AT PACKARD BLVD
7963,6003,PRINCESS MARGARET BLVD AT LLOYD MANOR RD
7965,4331,KIPLING AVE AT KIDRON VALLEY DR
7966,7332,SHERBOURNE ST AT WELLESLEY ST EAST
7967,245,BAY ST AT ELM ST
7968,5673,MCCOWAN RD AT LAWRENCE AVE E SCARB HOSPITAL GENERAL CAMPUS
7969,11241,MORNINGVIEW TRAIL AT GENNELA SQ
7970,2937,MORNINGSIDE AVE AT CORONATION DR NORTH SIDE
7971,8528,WARDEN AVE AT APARTMENTS (SOUTH OF FINCH)
7972,8642,WELLESWORTH DR AT GENTIAN DR
7973,197,BATHURST ST AT SHELBORNE AVE
7974,3930,JANE ST AT STANLEY RD
7976,3593,FINCH AVE WEST AT GOLDFINCH CRT EAST SIDE
7977,575,BLOOR ST WEST AT RIVERSIDE DR (NORTH)
7978,2085,DUFFERIN ST AT AUBURN AVE
7980,5662,MCCOWAN RD AT BENLEIGH DR
7981,6357,EAST AVE AT MABERLEY CRES (NORTH)
7982,814,COLLEGE ST AT BAY ST
7983,8110,SLOANE AVE AT SWEENEY DR SOUTH SIDE
7984,5182,LAKE SHORE BLVD WEST AT COLONEL SAMUEL SMITH PARK DR
7985,3620,FINCH AVE W AT VIRGILWOOD DR (NORTH YORK BRANSON HOSPITAL)
7987,6355,EAST AVE AT EAST WILLOW GATE
7988,714,CALEDONIA RD AT CORBY AVE
7989,5962,OSSINGTON AVE AT DUNDAS ST WEST
7990,645,BRIMLEY RD AT STRODE DR SOUTH SIDE
7991,6960,ROCKCLIFFE BLVD AT LAMBTON AVE SOUTH SIDE
7992,4364,KIPLING AVE AT RATHBURN RD
7993,8394,UPPER CANADA DR AT LORD SEATON RD (EAST)
7994,221,BATHURST ST AT WILSON AVE
7996,5652,MARTIN GROVE RD AT VULCAN ST
7997,2201,THE EAST MALL AT BLOOR ST WEST
7999,2894,MCNICOLL AVE AT MICHAEL DR
8000,7698,ELLESMERE RD AT MILITARY TRAIL (EAST)
8001,5292,LAWRENCE AVE EAST AT MEADOWVALE RD
8002,8635,WELLESLEY ST WEST AT QUEEN'S PARK CRES EAST EAST SIDE
8003,930,DAVENPORT RD AT BELMONT ST
8004,8875,WILSON AVE AT MURRAY RD
8005,7214,SHEPPARD AVE EAST AT MARIS SHEPWAY EAST SIDE
8006,8472,VICTORIA PARK AVE AT IVORDALE CRES (SOUTH) SOUTH SIDE
8008,233,BAY ST AT ALBERT ST
8009,5136,LAIRD DR AT CANVARCO RD
8010,4902,COXWELL AVE AT COSBURN AVE
8011,9570,MCLEVIN AVE AT MALVERN ST
8012,6615,122 NEPTUNE DR
8013,1868,DAVISVILLE AVE AT BAYVIEW AVE WEST SIDE
8014,3166,WESTLAKE AVE AT HAMSTEAD AVE
8015,7319,SHERBOURNE ST AT GERRARD ST EAST
8016,259,BATHURST ST AT CLARK AVE WEST SOUTH SIDE
8017,8117,SPADINA RD AT BERNARD AVE SOUTH SIDE
8018,5331,LAWRENCE AVE EAST AT WAYNE AVE
8019,9151,KEELE ST AT GRANDRAVINE DR
8020,8358,35 THORNCLIFFE PARK DR
8022,4722,WYNFORD DR AT EGLINTON AVE EAST
8023,4491,MILVAN DR AT PENN DR (SOUTH)
8024,3423,4069 CHESSWOOD DR
8025,5745,MIDLAND AVE AT STUBBSWOOD SQ
8026,9287,DREWRY AVE AT GRANTBROOK ST
8027,9227,SENTINEL RD AT DOVEHOUSE AVE
8028,5795,MORTIMER AVE AT WOODBINE AVE
8029,1849,295 DANFORTH RD
8030,3698,HIGH PARK AVE AT HUMBERSIDE AVE
8031,2563,FINCH AVE EAST AT TOLLERTON AVE
8032,7217,SHEPPARD AVE EAST AT MIDLAND AVE
8033,3934,JANE ST AT TROUTBROOKE DR NORTH SIDE
8034,8949,YONGE BLVD AT YONGE ST WEST SIDE
8035,4250,KINGSTON RD AT PARKCREST DR
8036,2283,EGLINTON AVE EAST AT KINGSTON RD
8037,6324,CONSUMERS RD AT VICTORIA PARK AVE WEST SIDE
8038,339,130 BELLAMY RD NORTH
8039,13425,OPPOSITE 955 MIDDLEFIELD RD
8040,3129,TOWNSEND RD AT FRESHMEADOW DR
8041,4807,BRADSTOCK RD AT WESTON RD EAST SIDE
8042,2728,ISLINGTON AVE AT THE QUEENSWAY NORTH SIDE
8043,2430,EVANS AVE AT ARNOLD ST WEST SIDE
8044,2446,EVANS AVE AT ISLINGTON AVE WEST SIDE
8045,4098,KENNEDY RD AT LINWOOD AVE
8046,9723,MURISON BLVD AT MILNER AVE NORTH SIDE
8047,13694,KINGSTON RD AT OLD KINGSTON RD
8048,6905,THE QUEENSWAY AT PARK LAWN RD EAST SIDE
8049,14190,DUNDAS ST WEST AT HUMBER HILL
8050,4240,KINGSTON RD AT MCCOWAN RD
8051,4372,KIPLING AVE AT RONSON DR
8052,10831,OPPOSITE 3471 MCNICOLL AVE
8053,6746,PHARMACY AVE AT SHEPPARD AVE EAST
8055,6412,GRANTBROOK ST AT FINCH AVE WEST
8056,1119,GERRARD ST EAST AT GLENMOUNT PARK RD
8057,5212,LANSDOWNE AVE AT COLLEGE ST
8058,2952,MORNINGSIDE AVE AT LAWRENCE AVE EAST SOUTH SIDE
8059,1383,NEILSON RD AT KEELER BLVD
8060,13665,MARKHAM RD AT GOLDEN AVE
8061,6763,PHARMACY AVE AT OPPOSITE WALKWAY TO CRAYFORD DR
8062,6977,ROYAL YORK RD AT CAVELL AVE SOUTH SIDE
8063,8846,WILSON AVE AT CLYDE AVE WEST SIDE
8065,3278,OPPOSITE 1686 ALBION RD
8066,5396,LAWRENCE AVE WEST AT PINE ST
8067,1730,BAYVIEW AVE AT PARKHURST BLVD NORTH SIDE
8068,7346,SPADINA AVE AT FRONT ST WEST NORTH SIDE
8069,8265,STEELES AVE WEST AT CARPENTER RD WEST SIDE
8070,2821,LAWRENCE AVE EAST AT TREMONT CRES (EAST)
8071,2472,FAYWOOD BLVD AT REINER RD
8072,5923,OCONNOR DR AT CRANBORNE AVE
8073,9823,STEELES AVE WEST AT MARTIN GROVE RD
8075,2828,LESMILL RD AT DUNCAN MILL RD
8076,9277,DREWRY AVE AT MARATHON CRES (EAST)
8077,3180,WILMINGTON AVE AT EVANSTON DR
8079,6201,THE WESTWAY AT SASKATOON DR WEST SIDE
8080,85,4979 BATHURST ST
8081,9088,YORK MILLS RD AT VALLEY WOODS RD EAST SIDE
8082,3050,QUEEN ST EAST AT JARVIS ST
8083,3217,YONGE ST AT CHARLES ST WEST
8084,8569,WARDEN AVE AT GLEN SPRINGS DR
8085,5743,MIDLAND AVE AT SILVER STAR BLVD
8087,10555,WARDEN AVE AT BRIDGE TO MARKHAM THEATRE
8089,6926,THE QUEENSWAY AT ZORRA ST
8090,1810,CUMMER AVE AT LESLIE ST
8091,5733,MIDLAND AVE AT PROGRESS AVE
8092,10629,NORTH QUEEN ST AT INDEX RD WEST SIDE
8093,68,AVENUE RD AT LOWTHER AVE NORTH SIDE
8094,5209,533 LANSDOWNE AVE
8095,14,ANGLESEY BLVD AT PINEHURST CRES EAST SIDE
8096,4304,KIPLING AVE AT EGLINTON AVE WEST
8097,711,CALEDONIA RD AT CASTLEFIELD AVE
8098,4830,OPPOSITE 2278 BRIMLEY RD
8099,7992,SENTINEL RD AT THE POND RD SOUTH SIDE
8100,4415,LAWRENCE AVE EAST AT BENNETT RD
8101,1746,THE BRIDLE PATH AT LAWRENCE AVE EAST
8102,3139,555 TRETHEWEY DR
8103,8410,VAUGHAN RD AT HUMEWOOD DR
8104,1024,DUPONT ST AT MANNING AVE
8105,149,BATHURST ST AT HARBORD ST
8107,7563,BIRCHMOUNT RD AT KINGSTON RD NORTH SIDE
8108,7029,ROYAL YORK RD AT RENAULT CRES NORTH SIDE
8109,517,BLOOR ST WEST AT GRACE ST
8110,2722,ISLINGTON AVE AT JUTLAND RD
8112,916,DANFORTH AVE AT WOODINGTON AVE
8113,3636,GATEWAY BLVD (SOUTH SIDE) AT GRENOBLE DR (SOUTH SIDE)
8114,9272,DREWRY AVE AT HILDA AVE
8115,2216,THE EAST MALL AT RATHBURN RD
8116,2620,FINCH AVE WEST AT MILVAN DR
8117,413,BIRCHMOUNT RD AT FLORA DR
8119,4996,DIXON RD AT HIGHWAY 401
8120,8859,WILSON AVE AT HAYMARKET RD
8121,5043,EAST AVE AT WHEELING DR
8122,11324,BARBER GREENE RD AT EMBLA ST
8123,2625,FINCH AVE WEST AT ROMFIELD LANE
8124,5570,2121 MARKHAM RD
8126,1614,UNIVERSITY AVE AT COLLEGE ST (QUEEN'S PARK STATION)
8127,8299,STEELES AVE WEST AT YONGE ST (CENTERPOINT MALL)
8128,6303,80 COE HILL DR
8129,1806,CUMMER AVE AT CONACHER DR
8130,11170,THE ESPLANADE AT MARKET ST WEST SIDE
8131,1486,RATHBURN RD AT KIPLING AVE
8132,2403,EGLINTON AVE WEST AT ROYAL YORK RD
8133,13322,193 MORNINGVIEW TRAIL
8134,7751,24 FENMAR DR
8135,836,COLLEGE ST AT LANSDOWNE AVE
8136,2260,EGLINTON AVE EAST AT DANFORTH RD
8137,122,BATHURST ST AT DEWLANE DR
8138,1233,LAWRENCE AVE EAST AT WEYBOURNE CRES EAST SIDE
8139,11569,THISTLE DOWN BLVD AT DASHWOOD CRES (SOUTH)
8141,2024,DUFFERIN ST AT BRIDGELAND AVE SOUTH SIDE
8142,11080,OPPOSITE 100 CARRIER DR
8143,3016,19 PARK LANE CIR
8145,13908,SEASONS DR AT GROSBEAK CRES
8146,10918,SHEPPARD AVE EAST AT CLAIRTRELL RD
8147,1957,OPPOSITE 1450 DON MILLS RD
8148,5115,HAMBLY AVE AT QUEEN ST EAST NORTH SIDE
8149,2310,EGLINTON AVE EAST AT SINNOTT RD
8150,6690,PHARMACY AVE AT DENTON AVE
8151,7245,SHEPPARD AVE EAST AT SETTLERS RD
8152,1713,BAYVIEW AVE AT BLYTHWOOD RD
8153,9062,YONGE ST AT WOODLAWN AVE EAST
8154,9400,EVANS AVE AT ISLINGTON AVE
8155,3948,JUDSON ST AT HORNER AVE
8156,6460,HUNTINGWOOD DR AT MOLLARD RD
8157,154,1138 BATHURST ST
8160,9414,VICTORIA PARK AVE AT WOODALE AVE
8161,3236,YONGE ST AT OPPOSITE COLLEGE PARK
8162,7124,SENLAC RD AT LURGAN DR
8163,8369,TOBA DR AT FIFESHIRE RD WEST SIDE
8164,4981,DIXON RD AT TAMARACK CIR
8165,7970,MILITARY TRAIL AT BOBMAR RD
8166,5479,LESLIE ST AT STEELES AVE EAST SOUTH SIDE
8167,345,BELLAMY RD NORTH AT BRIMORTON DR
8168,10012,MCCOWAN RD AT 14TH AVE
8169,1065,FLINT RD AT SUPERTEST RD
8170,3172,WILLIAM ALLEN RD AT SHEPPARD AVE WEST
8171,7197,SHEPPARD AVE EAST AT KENNEDY RD
8172,3828,ISLINGTON AVE AT RATHBURN RD SOUTH SIDE
8173,5194,LAKE SHORE BLVD WEST AT NORRIS CRES
8174,7962,MCRAE DR AT RUMSEY RD
8175,4636,ST REGIS CRES NORTH AT BAKERSFIELD ST
8176,8793,WILLOWDALE AVE AT BYNG AVE
8177,6488,KINGSTON RD AT LAWRENCE AVE EAST
8178,315,BAYVIEW AVE AT RUDDINGTON DR
8179,10601,KENNEDY RD AT PERTHSHIRE ST
8180,6458,HUNTINGWOOD DR AT MIDLAND AVE
8181,6153,VICTORIA PARK AVE AT EGLINTON AVE EAST
8182,10292,FINCHDEME SQ (EAST) AT TORHAM PL SOUTH SIDE
8183,13870,633 SILVER STAR BLVD
8184,5598,MARTIN GROVE RD AT BELFIELD RD
8185,8035,PORT UNION RD AT CLAPPISON BLVD
8186,8791,WILLOWDALE AVE AT BISHOP AVE NORTH SIDE
